City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,acajutla,13.5928,-89.8275,29.52,74,88,2.63,SV,1695073299
287,labuan,5.2767,115.2417,24.2,94,20,0.0,MY,1695073299
288,south boston,42.3334,-71.0495,18.75,94,100,2.06,US,1695073300
289,bamboo flat,11.7,92.7167,24.05,94,75,1.03,IN,1695073300
290,tabou,4.423,-7.3528,25.36,88,100,3.9,CI,1695073300
291,yaren,-0.5472,166.916,28.78,75,80,4.34,NR,1695073300
292,leh,34.1667,77.5833,12.43,66,36,2.87,IN,1695073300
293,kish,26.5578,54.0194,31.15,79,83,2.06,IR,1695073300
294,hozat,39.1083,39.2213,14.29,32,91,2.46,TR,1695073300
295,antofagasta,-23.65,-70.4,17.6,74,27,3.88,CL,1695073300
296,robit,12.0167,39.6333,20.51,65,37,1.31,ET,1695073300
297,boa vista,2.8197,-60.6733,34.99,36,0,6.17,BR,1695073301
298,usinsk,65.9939,57.5281,8.29,95,100,5.9,RU,1695073301
299,pont rouge,48.8833,-72.0825,15.16,89,100,0.61,CA,1695073301
300,tanabe,33.7333,135.3667,26.19,84,78,1.09,JP,1695073057
301,horki,54.2861,30.9842,14.58,68,33,3.46,BY,1695073301
302,east london,-33.0153,27.9116,15.36,75,26,2.81,ZA,1695073301
303,oelwein,42.6733,-91.9135,27.44,41,32,2.24,US,1695073301
304,magnitka,55.3475,59.6961,9.99,87,93,1.81,RU,1695073301
305,palikir - national government center,6.9248,158.1611,25.41,94,100,1.03,FM,1695073301
306,saint-philippe,-21.3585,55.7679,21.77,82,37,4.88,RE,1695073301
307,chela,34.069,104.4619,13.91,96,100,0.83,CN,1695073301
308,riyadh,24.6877,46.7219,32.08,17,77,3.39,SA,1695073197
309,fuyu,45.1833,124.8167,12.79,88,88,6.62,CN,1695073302
310,warmbad,-28.45,18.7333,17.4,17,0,0.49,NA,1695073302
311,lazaro cardenas,17.9583,-102.2,30.3,65,1,4.37,MX,1695073302
312,kolonia town,6.964,158.206,26.0,94,100,1.03,FM,1695073302
313,kontcha,7.9667,12.2333,21.19,95,65,0.57,CM,1695073302
314,greencastle,39.6445,-86.8647,24.56,49,75,3.09,US,1695072765
315,el bauga,18.262,33.9081,31.42,38,73,8.78,SD,1695073302
316,el amria,35.5244,-1.0158,23.02,69,21,0.87,DZ,1695073302
317,ta`u,-14.2336,-169.5144,26.22,80,97,11.99,AS,1695073302
318,abilene,32.4487,-99.7331,33.38,31,0,2.06,US,1695073221
319,tralee,52.2704,-9.7026,13.3,86,100,4.41,IE,1695072987
320,shindand,33.3029,62.1474,19.32,24,0,2.54,AF,1695073303
321,bacobampo,26.9833,-109.65,37.34,43,0,6.44,MX,1695073303
322,kalaleh,37.3807,55.4916,21.78,73,75,4.12,IR,1695073303
323,turpan,42.9333,89.1667,22.71,25,57,1.0,CN,1695073303
324,sangamner,19.5667,74.2167,22.44,88,13,3.29,IN,1695073303
325,petropavlovsk-kamchatsky,53.0452,158.6483,3.33,81,0,5.0,RU,1695073303
326,tamandare,-8.7597,-35.1047,23.91,87,33,4.4,BR,1695073303
327,vinton,37.281,-79.897,24.54,52,20,7.72,US,1695073303
328,garoua boulai,5.8833,14.55,18.03,98,100,0.57,CM,1695073304
329,waingapu,-9.6567,120.2641,22.78,84,15,3.83,ID,1695073304
330,toliara,-23.35,43.6667,22.3,73,0,5.57,MG,1695073304
331,linton,39.0348,-87.1658,25.82,27,0,3.01,US,1695073304
332,ust'-ilimsk,58.0006,102.6619,7.78,95,92,2.04,RU,1695073304
333,manavalakurichi,8.1333,77.3,24.92,91,100,4.25,IN,1695073304
334,chenzhou,25.8,113.0333,24.1,92,30,2.1,CN,1695073304
335,kourou,5.1552,-52.6478,30.03,88,57,3.5,GF,1695073304
336,kara-balta,42.8142,73.8481,15.61,60,30,0.95,KG,1695073304
337,alice springs,-23.7,133.8833,18.75,22,58,5.14,AU,1695073304
338,tomatlan,19.9333,-105.25,31.34,60,10,3.26,MX,1695073304
339,prince rupert,54.3161,-130.3201,13.05,80,100,5.14,CA,1695073305
340,caidian,30.5833,114.0333,29.07,86,100,2.43,CN,1695073305
341,sitka,57.0531,-135.33,12.94,71,100,4.63,US,1695073305
342,manturovo,58.3353,44.7619,5.59,88,22,2.09,RU,1695073305
343,thompson,55.7435,-97.8558,23.09,49,0,3.6,CA,1695073198
344,lokomotivnyy,53.0118,60.5684,13.0,76,91,3.13,RU,1695073305
345,porto murtinho,-21.6989,-57.8825,34.4,28,68,3.73,BR,1695073305
346,otjimbingwe,-22.35,16.1333,18.41,39,2,1.18,NA,1695073305
347,bayanaul,50.7889,75.6956,12.18,65,92,1.67,KZ,1695073305
348,kayangel,8.0823,134.7173,27.55,79,94,1.9,PW,1695073306
349,mundra,22.85,69.7333,27.64,87,100,7.93,IN,1695073306
350,mwene-ditu,-7.0,23.45,21.12,79,91,1.75,CD,1695073306
351,laurel,39.0993,-76.8483,25.85,55,40,3.6,US,1695073175
352,vetlanda,57.4289,15.0776,16.7,94,100,3.43,SE,1695073306
353,salalah,17.0151,54.0924,27.05,94,75,0.51,OM,1695073306
354,bodaybo,57.8506,114.1933,-0.13,86,33,0.55,RU,1695073306
355,puerto ayacucho,5.6639,-67.6236,29.67,73,83,0.99,VE,1695073306
356,mermoz boabab,14.7065,-17.4758,28.31,89,40,0.0,SN,1695073306
357,nyala,12.05,24.8833,24.38,66,96,4.03,SD,1695073306
358,djenne,13.9061,-4.5533,28.36,59,48,3.8,ML,1695073307
359,la passe,45.5549,-0.8967,19.43,79,72,4.84,FR,1695073307
360,jinji,23.2281,110.8261,24.22,97,46,0.77,CN,1695073307
361,vicente guerrero,19.1194,-98.1708,17.66,72,88,0.77,MX,1695073307
362,horta,38.5333,-28.6333,21.68,75,28,2.68,PT,1695073220
363,taulaga,-11.0553,-171.0883,28.31,77,13,9.33,AS,1695073307
364,san patricio,28.017,-97.5169,35.4,37,14,7.05,US,1695073307
365,likiep,9.8251,169.3107,27.28,79,99,3.56,MH,1695073307
366,sisimiut,66.9395,-53.6735,2.83,64,48,2.06,GL,1695073307
367,hardheim,49.6119,9.4719,16.7,86,98,3.27,DE,1695073307
368,talara,-4.5772,-81.2719,25.42,69,0,7.17,PE,1695073308
369,portage,41.1667,-81.1998,20.02,61,40,4.63,US,1695073308
370,an nuhud,12.7,28.4333,27.24,64,99,3.38,SD,1695073308
371,enriquillo,17.9,-71.2333,30.82,74,45,4.06,DO,1695073308
372,mmabatho,-25.85,25.6333,17.98,42,0,4.12,ZA,1695073308
373,kurchatov,51.6601,35.6521,12.23,69,9,2.39,RU,1695073308
374,noshiro,40.2039,140.0242,21.99,96,100,3.22,JP,1695073308
375,kondrovo,54.8064,35.9278,11.27,93,61,1.7,RU,1695073308
376,iskateley,67.6803,53.1512,6.55,96,100,6.81,RU,1695073308
377,richland center,43.3347,-90.3868,26.85,38,6,3.77,US,1695073145
378,luganville,-15.5333,167.1667,26.42,80,77,4.65,VU,1695072900
379,mount gambier,-37.8333,140.7667,12.69,78,26,4.47,AU,1695073309
380,duong dong,10.2167,103.9667,25.0,88,20,0.51,VN,1695073309
381,beeskow,52.1667,14.25,19.45,89,100,4.27,DE,1695073309
382,salinopolis,-0.6136,-47.3561,26.85,80,15,6.33,BR,1695073309
383,port macquarie,-31.4333,152.9167,19.07,38,0,1.81,AU,1695072647
384,tiflet,33.8947,-6.3065,17.33,75,30,1.63,MA,1695073309
385,sooke,48.3746,-123.7276,20.13,65,50,12.86,CA,1695073309
386,volosovo,59.4333,29.4833,5.71,97,80,2.37,RU,1695073309
387,bel ombre,-4.6167,55.4167,26.91,83,20,3.6,SC,1695073309
388,tual,-5.6667,132.75,24.82,81,31,7.75,ID,1695073310
389,bayanhongor,46.7167,100.1167,-0.98,85,32,1.27,MN,1695073310
390,kirensk,57.7853,108.1119,-0.27,89,49,0.68,RU,1695073310
391,buka,40.8108,69.1986,17.17,32,51,1.03,UZ,1695073310
392,jinka,5.65,36.65,19.36,80,100,1.41,ET,1695073310
393,lae,-6.7221,146.9847,21.37,76,100,1.46,PG,1695073310
394,kabul,34.5,69.4167,17.99,82,0,1.14,AF,1695073310
395,acatlan de juarez,20.4167,-103.5833,27.03,54,39,0.42,MX,1695073310
396,laojunmiao,39.8333,97.7333,9.63,38,1,2.44,CN,1695073310
397,ha'il,27.5219,41.6907,31.01,19,20,2.06,SA,1695073310
398,peace river,56.2501,-117.286,16.17,41,75,4.63,CA,1695073255
399,andovoranto,-18.95,49.1,19.53,90,19,1.86,MG,1695073311
400,dryden,49.7833,-92.7503,20.16,56,0,5.66,CA,1695073311
401,hirara,24.8,125.2833,26.15,94,20,2.57,JP,1695073311
402,agat village,13.3886,144.6585,28.06,91,40,3.09,GU,1695073311
403,al bawiti,28.3492,28.8659,25.67,38,0,2.04,EG,1695073311
404,nouadhibou,20.931,-17.0347,25.99,61,100,7.2,MR,1695073311
405,cidreira,-30.1811,-50.2056,18.73,96,92,1.83,BR,1695073311
406,canutama,-6.5339,-64.3831,30.19,52,82,1.17,BR,1695073311
407,aleg,17.0481,-13.9209,33.72,44,86,3.76,MR,1695073311
408,sibalom,10.79,122.0178,25.05,83,65,1.43,PH,1695073312
409,dudinka,69.4058,86.1778,2.57,97,100,7.26,RU,1695073312
410,simanggang,1.2472,111.4528,22.99,100,100,0.51,MY,1695073312
411,najran,17.4924,44.1277,27.36,16,88,2.18,SA,1695073312
412,astrakhan,46.3497,48.0408,15.93,67,0,3.13,RU,1695073172
413,soio,-6.1349,12.3689,23.61,85,77,1.84,AO,1695073312
414,kamina,-8.7386,24.9906,19.96,77,58,2.27,CD,1695073312
415,zungeru,9.8128,6.1558,23.22,94,28,0.95,NG,1695073312
416,montes claros,-16.735,-43.8617,30.88,23,0,5.14,BR,1695073312
417,kulachi,31.9286,70.4592,31.14,51,16,2.55,PK,1695073312
418,palmer,42.1584,-72.3287,19.34,83,100,2.57,US,1695073313
419,bamnet narong,15.4992,101.6897,23.76,95,100,2.47,TH,1695073313
420,center,31.5107,-96.4247,34.22,27,0,3.6,US,1695073313
421,marica,-22.9194,-42.8186,27.97,75,0,4.91,BR,1695073313
422,acapulco de juarez,16.8634,-99.8901,31.9,62,20,5.14,MX,1695072590
423,huancavelica,-12.7667,-74.9833,7.27,69,94,3.47,PE,1695073313
424,cockburn town,21.4612,-71.1419,30.98,62,40,4.12,TC,1695073264
425,ramchandrapur,22.8964,88.4753,26.94,91,100,2.74,IN,1695073313
426,kintampo,8.0563,-1.7306,22.63,97,90,1.64,GH,1695073313
427,miquelon,47.0975,-56.3814,17.0,88,96,5.42,PM,1695073313
428,ebon,4.582,168.6964,28.33,69,99,2.31,MH,1695073314
429,fuling,29.7022,107.3919,24.57,88,52,1.05,CN,1695073206
430,centerville,39.6284,-84.1594,23.65,49,0,4.12,US,1695073229
431,lorengau,-2.0226,147.2712,27.93,76,100,6.06,PG,1695073314
432,kogalym,62.2654,74.4791,5.39,78,94,5.08,RU,1695073314
433,papao,-17.75,-149.55,26.82,91,95,6.67,PF,1695073314
434,barra de santo antonio,-9.4047,-35.5072,25.6,86,97,4.79,BR,1695073314
435,cabo san lucas,22.8909,-109.9124,36.61,62,0,5.66,MX,1695073314
436,lensk,60.7253,114.9278,-2.33,89,36,1.2,RU,1695073314
437,novoagansk,61.9449,76.6625,6.18,84,93,2.91,RU,1695073314
438,kalmunai,7.4167,81.8167,25.67,80,100,3.64,LK,1695073314
439,saskatoon,52.1168,-106.6345,24.99,25,75,4.12,CA,1695073260
440,kailua-kona,19.6406,-155.9956,30.28,74,40,5.14,US,1695073049
441,tarawa,1.419,172.984,31.05,70,20,2.57,KI,1695073315
442,priargunsk,50.3691,119.1012,7.85,82,90,4.65,RU,1695073315
443,porto cristo,39.5395,3.333,22.96,59,100,1.69,ES,1695073315
444,bankim,6.083,11.4905,20.44,94,100,0.57,CM,1695073315
445,rabigh,22.7986,39.0349,30.4,68,4,3.6,SA,1695073315
446,ales,44.1333,4.0833,19.6,69,64,2.35,FR,1695073315
447,shohimardon,39.9839,71.8028,12.43,53,0,0.53,UZ,1695073315
448,luena,-11.7833,19.9167,21.1,56,0,2.06,AO,1695073315
449,ko lanta,7.5336,99.0865,26.87,82,100,2.94,TH,1695073316
450,isla mujeres,21.2311,-86.731,31.03,69,8,3.98,MX,1695073316
451,geraldton,-28.7667,114.6,14.23,77,100,2.57,AU,1695073316
452,yilan,24.757,121.753,28.34,94,18,1.01,TW,1695073316
453,muisne,0.6,-80.0333,25.89,80,78,4.18,EC,1695073316
454,svobodnyy,51.4,128.1333,4.27,81,46,7.74,RU,1695073316
455,tashtyp,52.7939,89.8983,7.99,93,95,0.89,RU,1695073316
456,bandarbeyla,9.4942,50.8122,27.0,67,91,10.14,SO,1695073316
457,mooloolaba,-26.6833,153.1167,19.47,76,46,0.45,AU,1695073316
458,dunedin,-45.8742,170.5036,13.93,57,32,2.24,NZ,1695073317
459,howard springs,-12.497,131.047,23.79,78,36,2.7,AU,1695073317
460,tazovsky,67.4667,78.7,2.0,85,70,3.64,RU,1695073317
461,nar'yan-mar,67.6713,53.087,6.6,96,100,7.01,RU,1695073317
462,nanakuli,21.3906,-158.1547,30.97,58,20,5.14,US,1695073317
463,klyuchi,52.2667,79.1667,13.58,86,100,0.39,RU,1695073317
464,argo,37.6333,22.7333,22.1,63,0,2.31,GR,1695073317
465,east ballina,-28.8667,153.5833,17.11,63,2,4.22,AU,1695073317
466,i-n-salah,27.1935,2.4607,33.28,9,5,6.95,DZ,1695073317
467,kill devil hills,36.0307,-75.676,23.88,68,100,0.0,US,1695073318
468,maloye ganyushkino,46.6,49.2667,18.55,51,17,4.05,KZ,1695073318
469,flying fish cove,-10.4217,105.6791,23.82,83,40,5.66,CX,1695073318
470,suomussalmi,64.8869,28.9078,3.72,85,55,3.01,FI,1695073318
471,concepcion del oro,24.6333,-101.4167,22.42,43,92,2.87,MX,1695073318
472,robore,-18.3333,-59.75,35.05,49,20,7.72,BO,1695073318
473,campobasso,41.6333,14.5833,24.97,50,97,1.47,IT,1695073318
474,constitucion,-35.3333,-72.4167,11.55,66,74,6.0,CL,1695073318
475,port isabel,26.0734,-97.2086,35.02,63,0,6.69,US,1695073318
476,tangalle,6.024,80.7911,24.09,87,100,3.2,LK,1695073318
477,ciudad victoria,23.7333,-99.1333,33.49,29,40,2.57,MX,1695073238
478,araripina,-7.5761,-40.4983,25.65,37,42,2.13,BR,1695073319
479,kashima-shi,35.9654,140.6447,24.94,76,4,4.93,JP,1695073319
480,itaituba,-4.2761,-55.9836,36.09,46,40,0.71,BR,1695073076
481,manta,-0.95,-80.7333,26.88,74,100,4.63,EC,1695073319
482,souillac,-20.5167,57.5167,22.21,88,40,2.57,MU,1695073319
483,nantucket,41.2835,-70.0995,20.01,94,100,7.2,US,1695073319
484,maumere,-8.6199,122.2111,23.54,78,9,0.6,ID,1695073319
485,kem',64.9555,34.5793,5.8,77,89,4.34,RU,1695073319
486,ulanhot,46.0833,122.0833,12.12,80,99,3.03,CN,1695073319
487,vallenar,-28.5708,-70.7581,23.37,33,17,3.22,CL,1695073205
488,altai,46.3722,96.2583,3.19,73,3,1.11,MN,1695073320
489,margate,51.3813,1.3862,13.82,69,31,2.68,GB,1695073320
490,brisas de zicatela,15.8369,-97.0419,32.29,48,40,4.12,MX,1695073320
491,kosh-agach,50.0,88.6667,3.41,76,37,0.22,RU,1695073320
492,phitsanulok,16.9167,100.5,22.32,98,100,1.01,TH,1695073174
493,flin flon,54.7682,-101.865,20.91,60,75,4.12,CA,1695073320
494,chantonnay,46.687,-1.0502,16.45,87,97,2.74,FR,1695073320
495,laguna,38.421,-121.4238,29.62,50,0,2.06,US,1695073320
496,arawa,-6.2132,155.5367,27.46,75,100,0.71,PG,1695073320
497,chibougamau,49.9168,-74.3659,13.79,58,75,1.03,CA,1695073320
498,tsengel,49.4783,100.8894,4.68,80,11,0.16,MN,1695073321
499,yanykurgan,43.915,67.2481,19.32,31,100,1.42,KZ,1695073321
500,belyy yar,53.6039,91.3903,6.94,100,66,0.0,RU,1695073321
501,tashtagol,52.7657,87.8894,8.88,95,99,0.98,RU,1695073321
502,bengkulu,-3.8004,102.2655,22.93,93,78,3.23,ID,1695073321
503,oamaru,-45.0784,170.9801,11.59,58,35,2.16,NZ,1695073321
504,dapa,9.7594,126.0531,27.6,77,94,1.89,PH,1695073321
505,galesong,-5.3166,119.3661,23.01,72,4,2.22,ID,1695073321
506,west sayville,40.7279,-73.0976,21.12,93,100,3.09,US,1695073321
507,balnearia,-31.0088,-62.6673,19.85,35,1,4.87,AR,1695073322
508,santarem,-2.4431,-54.7083,32.07,62,0,4.63,BR,1695073322
509,cedeira,43.6797,-8.0209,16.88,79,86,3.03,ES,1695073322
510,crystal city,28.6775,-99.8281,34.06,31,40,3.6,US,1695073322
511,ishigaki,24.3448,124.1572,27.07,94,20,3.09,JP,1695073322
512,tosontsengel,48.7567,98.2839,2.37,79,13,0.5,MN,1695073322
513,traverse city,44.7631,-85.6206,17.11,67,100,4.12,US,1695073245
514,seybaplaya,19.65,-90.6667,30.7,63,23,4.72,MX,1695073322
515,drama,41.1544,24.1394,22.04,60,1,1.47,GR,1695073322
516,grajau,-5.8194,-46.1386,32.2,27,51,1.4,BR,1695073323
517,cotusca,48.1333,26.85,16.73,44,0,6.48,RO,1695073323
518,hun,29.1268,15.9477,25.21,52,1,3.9,LY,1695073323
519,altay,47.8667,88.1167,9.39,64,10,2.16,CN,1695073323
520,north battleford,52.7834,-108.2847,25.78,22,0,1.54,CA,1695073039
521,al jawf,29.5,38.75,25.09,21,0,2.31,SA,1695073323
522,ryotsu-minato,38.0833,138.4333,25.54,85,100,3.06,JP,1695073323
523,grivita,44.7333,27.2833,15.91,74,0,2.98,RO,1695073323
524,faqus,30.7301,31.8018,21.57,87,0,2.56,EG,1695073323
525,berezovyy,51.6667,135.7,7.76,93,100,1.98,RU,1695073323
526,gamay,12.3854,125.2979,25.91,87,78,1.46,PH,1695073324
527,antsiranana,-12.2787,49.2917,22.85,75,32,6.83,MG,1695073324
528,ivdel',60.6911,60.4206,11.85,70,100,2.84,RU,1695073324
529,nittendorf,49.0253,11.9611,15.69,93,100,0.45,DE,1695073324
530,mili,6.0815,171.735,26.89,82,100,3.14,MH,1695073324
531,yatagan,37.3403,28.1428,23.14,42,0,1.69,TR,1695073324
532,boromo,11.75,-2.9333,25.86,77,15,0.9,BF,1695073324
533,nizhneangarsk,55.7833,109.55,6.11,60,63,1.71,RU,1695073324
534,delavan,42.6331,-88.6437,22.73,36,14,0.52,US,1695073325
535,port blair,11.6667,92.75,24.02,94,75,1.03,IN,1695073325
536,hassi messaoud,31.6804,6.0729,29.92,13,0,2.06,DZ,1695073325
537,rocha,-34.4833,-54.3333,11.32,83,88,3.98,UY,1695073325
538,weno,7.4515,151.8468,26.97,100,100,0.0,FM,1695073325
539,ghormach,35.7306,63.7826,18.46,28,0,2.5,AF,1695073325
540,neiafu,-18.65,-173.9833,25.38,65,75,6.17,TO,1695073325
541,ceelbuur,4.685,46.6176,24.59,73,73,8.21,SO,1695073325
542,lhasa,29.65,91.1,9.26,62,39,2.22,CN,1695073325
543,banjarmasin,-3.3244,114.591,24.08,89,13,0.84,ID,1695073325
544,chifeng,42.2683,118.9636,11.76,63,6,2.35,CN,1695073326
545,saint-pierre,-21.3393,55.4781,21.82,73,100,1.03,RE,1695073326
546,nikolayevsk-on-amure,53.1406,140.73,8.17,97,100,2.33,RU,1695073326
547,cootamundra,-34.65,148.0333,17.75,41,30,4.62,AU,1695073326
548,kapoeta,4.7717,33.5903,23.49,82,75,1.48,SS,1695073326
549,los chavez,34.727,-106.7384,28.47,44,26,1.34,US,1695073326
550,san juan de miraflores,-12.1629,-76.9635,18.29,85,72,3.94,PE,1695073326
551,la rioja,42.25,-2.5,11.88,76,51,0.92,ES,1695073326
552,nampa,43.5407,-116.5635,30.47,26,0,1.34,US,1695073122
553,njombe,-9.3333,34.7667,12.98,76,7,2.61,TZ,1695073327
554,enewetak,11.3474,162.3373,27.09,85,100,8.67,MH,1695073327
555,colonia,50.9333,6.95,18.31,84,0,3.6,DE,1695072738
556,santa croce camerina,36.8289,14.5268,20.82,45,100,1.54,IT,1695073327
557,bontang,0.1333,117.5,24.33,91,92,2.91,ID,1695073327
558,amahai,-3.3333,128.9167,24.35,85,83,2.07,ID,1695073327
559,pader palwo,2.8006,33.135,19.59,93,89,1.45,UG,1695073327
560,ak'ordat,15.5486,37.8867,28.52,52,95,4.8,ER,1695073327
561,maracacume,-2.0428,-45.9592,27.72,64,56,2.75,BR,1695073327
562,puerto santa,-8.9906,-78.6456,20.31,82,59,4.72,PE,1695073327
563,tambura,5.6,27.4667,20.69,97,100,1.58,SS,1695073328
564,murwara,23.85,80.4,23.78,91,46,1.47,IN,1695073328
565,la mira,18.035,-102.3266,30.58,64,3,4.22,MX,1695073328
566,coronel suarez,-37.4547,-61.9334,9.77,48,32,3.42,AR,1695073328
567,filey,54.21,-0.2892,12.1,85,8,3.13,GB,1695073328
568,keningau,5.3378,116.1602,22.01,99,95,0.13,MY,1695073328
569,nephi,39.7102,-111.8363,28.08,16,91,7.06,US,1695073328
570,miri,4.4148,114.0089,23.08,100,40,1.54,MY,1695073328
571,ongwediva,-17.7833,15.7667,25.98,13,34,5.49,NA,1695073328
572,belmonte,-15.8631,-38.8828,23.51,82,44,2.85,BR,1695073328
573,thabazimbi,-24.5917,27.4116,17.57,59,0,3.48,ZA,1695073329
574,keszthely,46.7681,17.2432,22.94,68,0,4.63,HU,1695073329
575,elko,41.0002,-115.5012,28.42,21,89,2.68,US,1695073329
